2024-05-09 17:52:40,967 INFO    StreamThr :12240 [internal.py:wandb_internal():85] W&B internal server running at pid: 12240, started at: 2024-05-09 17:52:40.967395
2024-05-09 17:52:40,969 DEBUG   HandlerThread:12240 [handler.py:handle_request():158] handle_request: status
2024-05-09 17:52:40,978 INFO    WriterThread:12240 [datastore.py:open_for_write():87] open: C:\Users\nks23\python310\traffic_signal_control\traffic_light_control\traffic_light_control_DQN-master\wandb\run-20240509_175240-cpju05er\run-cpju05er.wandb
2024-05-09 17:52:40,978 DEBUG   SenderThread:12240 [sender.py:send():378] send: header
2024-05-09 17:52:41,020 DEBUG   SenderThread:12240 [sender.py:send():378] send: run
2024-05-09 17:52:41,528 INFO    SenderThread:12240 [dir_watcher.py:__init__():211] watching files in: C:\Users\nks23\python310\traffic_signal_control\traffic_light_control\traffic_light_control_DQN-master\wandb\run-20240509_175240-cpju05er\files
2024-05-09 17:52:41,528 INFO    SenderThread:12240 [sender.py:_start_run_threads():1123] run started: cpju05er with start time 1715244760.968394
2024-05-09 17:52:41,536 DEBUG   HandlerThread:12240 [handler.py:handle_request():158] handle_request: check_version
2024-05-09 17:52:41,536 DEBUG   SenderThread:12240 [sender.py:send_request():405] send_request: check_version
2024-05-09 17:52:41,601 DEBUG   HandlerThread:12240 [handler.py:handle_request():158] handle_request: run_start
2024-05-09 17:52:41,626 DEBUG   HandlerThread:12240 [system_info.py:__init__():26] System info init
2024-05-09 17:52:41,626 DEBUG   HandlerThread:12240 [system_info.py:__init__():41] System info init done
2024-05-09 17:52:41,626 INFO    HandlerThread:12240 [system_monitor.py:start():194] Starting system monitor
2024-05-09 17:52:41,626 INFO    SystemMonitor:12240 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-09 17:52:41,626 INFO    HandlerThread:12240 [system_monitor.py:probe():214] Collecting system info
2024-05-09 17:52:41,631 INFO    SystemMonitor:12240 [interfaces.py:start():188] Started cpu monitoring
2024-05-09 17:52:41,636 DEBUG   HandlerThread:12240 [system_info.py:probe():150] Probing system
2024-05-09 17:52:41,636 INFO    SystemMonitor:12240 [interfaces.py:start():188] Started disk monitoring
2024-05-09 17:52:41,645 INFO    SystemMonitor:12240 [interfaces.py:start():188] Started memory monitoring
